Store,Analyst,Industry,Type,Title,Link,Published,Summary,Date_Appended
Casey's General Stores,Rahul Vasaya,Convenience Stores / Distributors,Opening,"As Casey's earnings soar, chain announces plan for 120-store expansion - MSN",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNanZIT2lvNkI3blFRYVhLSXpVYkJFYUsyV1JOb3JfdzRHeElZYkFQZ1I5cXpUdG5OQkxVcUJTOU5LaGlFRGFyNkNNZkt0M3B2czQ1bTFBMGFNQ085dEE3bG93NnFDRzdfLTZKYm0yMGlURU5MbkNmOE1wTk44cDlYbmxtazVia3U2T1FJVFBNR01TTEYybHNkN3BqcnpJU0M2Vkw1eV9aQmNqZFQ3TkQ1WlZpOFJSSUZwdEdlN2Qwako?oc=5,2026-06-11 16:31:06+00:00,"As Casey's earnings soar, chain announces plan for 120-store expansion MSN",2026-06-12
Whole Foods Market,Rahul Shinde,Grocery,Opening,Whole Foods returns to Encinitas amid $10M marketplace makeover - The Coast News Group,https://news.google.com/rss/articles/CBMikgFBVV95cUxNMF9VZVdDV1drbTNBSElGQkFNSlRCRWN0RmRfOFNWelMyOUd2U0JmRVUyWURpaktXNHM3MVdJcTdnUzEtay0yZnhwZHVyLVhXcGQ3enliUUpSbUp1REp6OWY5NGxTaHByaTNFN19VdnRhTllWVVZsYUhyQmtJeXJCbDEzNGdwWEpKcGQ4aGx0X2lkdw?oc=5,2026-06-11 16:08:38+00:00,Whole Foods returns to Encinitas amid $10M marketplace makeover The Coast News Group,2026-06-13
Trader Joe's,Rahul Shinde,Grocery,Opening,Its Official: Trader Joes Is Coming To Parsippany - Patch,https://news.google.com/rss/articles/CBMiigFBVV95cUxNdk16dlJjM2tDM2VpamdfZVFxdVEyamJ1TjhWX3FjSS1QOTJSbWR5cnpWRkxmSERoMHpqOXItSkFTYk42bGNFWTFjTW5ua1FLMzJHcmtFNjI3ZDU1MEJNT3hYUEoyTk8zaUhBZ2piWUgyMjU3ODRCWE1acDFwQmhDX1k4U29sd3N3UEHSAaMBQVVfeXFMTTZNMzRpMTBPUkZETjlfQmV0eGV2eE1xMy1mbVNjWm81Q3Byb1oyOVFuNGdjN0t1YktPOTRYekw4VGtoVk9ia2Y2THFUYjZOSGJpaVktX2xraEF2a3BqT1o3TjBPTkVfLVpWY0lyT2wxcGZ4QmV1WVp4MzYydXhVcm9uVHJjVHFGWFNUcWpGakdUYzhjOEF4cmwtdVA1NDgzV1E1Yw?oc=5,2026-06-11 15:30:41+00:00,Its Official: Trader Joes Is Coming To Parsippany Patch,2026-06-12
Trader Joe's,Rahul Shinde,Grocery,Opening,New Trader Joes Coming To This North Jersey Town - Patch,https://news.google.com/rss/articles/CBMijgFBVV95cUxNTUVibTNLRmZkbDNZRlhTajVXdzJVZGFsMFJQNUU3QVBjZ0ctNVBwc2lUQnBOOUlzdWE3VzA2ekpYMlAxOGNFczRva1RDU1NaOUhKR2poajZrRkt6T0duYzF5ajl3T1IwRmVuemc5WGJ3T3p1anFqS2xBak5VdFdvcVV6X3dhd3lUdEg1RW9n0gGkAUFVX3lxTFA1cWVCWmVJTTJ4Y0lvTmRGUEtJUGVhTHRVdk5wa1ZVcWY3QTBWdGYtbEJRTndYNks3U0VGVlBnVWVCVWNMN2NKMVFYd0VZVmU4S2ZKNEMxNks4MFFjTTlUZU4tck53VnRsemk5Y0pfZk85YlZFbm9NU2xZbXBhcGNrVkUwRjdVdjJ6Y29Fd2pxSjNJR3l2V0pmNGdDblFGOFotaWhK?oc=5,2026-06-11 15:30:26+00:00,New Trader Joes Coming To This North Jersey Town Patch,2026-06-13
Casey's General Stores,Rahul Vasaya,Convenience Stores / Distributors,Opening,Casey’s earnings skyrocket; to open ‘at least’ 120 stores - Chain Store Age,https://news.google.com/rss/articles/CBMifkFVX3lxTE0wMWZnTkNvUWlCUDcwMTczc2dwQ1REaWR4TTRZcjROSWk1S0d3VzNBcHVwd2VzTEhDaVZvUnlJbGR3Nmg3U1FiT241MjZmemdQM2dBV3ZVTmtIM2Zya25JOXpCSk9ZdktuLVNPYnYxZ3lDVEtDV3RzQnY2UTluUQ?oc=5,2026-06-11 15:09:35+00:00,Casey’s earnings skyrocket; to open ‘at least’ 120 stores Chain Store Age,2026-06-12
ConocoPhillips,Harsimranjeet Singh Ghelani,Convenience Stores / Distributors,Opening,ConocoPhillips: Well Positioned For Additional Market Weakness (NYSE:COP) - Seeking Alpha,https://news.google.com/rss/articles/CBMipAFBVV95cUxOakV4RlJDaFhIRHlRdC01SzROQWs1SXhrcXBCQW8ycjZGNk5vWFNCcW5fRVoyV1c5dlY5WUxfcnRwT0FObDFwLXZuTTZxVnhFR0o0a0paUDVPM004VGt3OXhfNkdVcFNfT3dmYnJfY0J4WS1maXJBMDFyaWdrS1ljNVZfM01iYndhSklTcWJtWmtVMEdBd0l0SWE2MDl3ZzlCbzYzRw?oc=5,2026-06-11 14:45:00+00:00,ConocoPhillips: Well Positioned For Additional Market Weakness (NYSE:COP) Seeking Alpha,2026-06-12
Publix Super Markets,Ashwin Nair,Grocery,Opening,"Publix Opens New Bradenton, FL, Store In Northchase Center - The Shelby Report",https://news.google.com/rss/articles/CBMiowFBVV95cUxOWloyVUt4Z21uNkI0WW9hYTh1cHQ5TDI3VmZsNkdRWnUyM1daWTFUZVRFRGs2VjM0b3dKRFNvdU9TamhvcW5Va3J5WXRuWkRpWlozSnduWUtwdlE2OHIxM3hhMWg0MmExMVp6RC1sRWR3OEVEVTFnTUhIZGNQZmt3NHRmUWs2MGdCX2JpeWNGR2xJWmhESko2U3psOF9nRWEtbldR?oc=5,2026-06-11 14:22:25+00:00,"Publix Opens New Bradenton, FL, Store In Northchase Center The Shelby Report",2026-06-12
Trader Joe's,Rahul Shinde,Grocery,Opening,New Trader Joe’s opens in metro Atlanta - WSB-TV,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNZTdrUEY0RHgtS2ZpNHl3Z29sRWtqVHg2SmNycWo5TUhPRzZvYkxXTnYtejZjUzZfUHFXT2NBUDdjMlF1cjE0UHloSHlOMGxuWU5kNmFkNzRHXzc1eUhONEdYSUlaUjlPUzhhUWJBLUR6dUprNnVlNVNrVmI1ODJOelNUQVBVVW53eFRibUc0Um1xM3liZE1lNG9FSVV3NnVRNGljcjZDdDXSAbwBQVVfeXFMTmZSendxTUtTUzRES0FjUGtiQVllenllUXVueTFza2lmX0NMM0dqWDV6QnlGMlZMWDMzZE1HTGJ2WnltQmpsMVM3YTRPVHU4LV96b3VlS0g5YzRTNy04cjZvN3FMZDFIMFJtUzMzZGJVcGZfbTl5U0d6RHVMSVhsMTl6ckpQWVVtNVpuZVFsSlI1MFRQTDZyM3gyUXlJc0h1QnRlaWh6T1NhZWFTSmdJb19HUEVDcXFnN21UaFU?oc=5,2026-06-11 13:35:20+00:00,New Trader Joe’s opens in metro Atlanta WSB-TV,2026-06-12
Chick-fil-a,Rahul Vasaya,Restaurants,Opening,"$12M east Manatee Chick-fil-A operator to open second, larger store - Business Observer",https://news.google.com/rss/articles/CBMiiwFBVV95cUxQb1dWaDFxdnQxaDJkRTJKejRvM2pmeEptVm9wUmpiQy1WMjMtTmN5NTM5d0NmTDkwb1JXOWdUUXVqaUFSVTBwV3BBUXRXOG9udy12UGx5UGFXbmlDMmZkcmdNZ1VpXzJHTGpsOUNLZmFMRE44RVBaWlZ6VExXVlpFaHhZdnRIdG5YcFpv?oc=5,2026-06-11 13:05:00+00:00,"$12M east Manatee Chick-fil-A operator to open second, larger store Business Observer",2026-06-11
Chick-fil-a,Rahul Vasaya,Restaurants,Opening,$12M east Manatee Chick-fil-A operator to open larger store - Business Observer,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQb1dWaDFxdnQxaDJkRTJKejRvM2pmeEptVm9wUmpiQy1WMjMtTmN5NTM5d0NmTDkwb1JXOWdUUXVqaUFSVTBwV3BBUXRXOG9udy12UGx5UGFXbmlDMmZkcmdNZ1VpXzJHTGpsOUNLZmFMRE44RVBaWlZ6VExXVlpFaHhZdnRIdG5YcFpv?oc=5,2026-06-11 13:05:00+00:00,$12M east Manatee Chick-fil-A operator to open larger store Business Observer,2026-06-12
Casey's General Stores,Rahul Vasaya,Convenience Stores / Distributors,Opening,"Casey’s sells 41 c-stores, exits Mississippi in fiscal 2026 - C-Store Dive",https://news.google.com/rss/articles/CBMikgFBVV95cUxNQVBUa2p6Ulp1UkxBamw0cWlwY0FBMjJMZXdmMTZ4RHJUREdyUXdXQzBuY0x3clZsTW15NnpfVVlsYWx1YlI0d3lhd3djcjNFa2dDUUl4bTdrX1BnOTB5VldsdHVuR3FQZU1KZHRmaHNhNUEycExkS1JIdDlzNE1hZW9yMmwwejMtZl9kd0xjMVZGQQ?oc=5,2026-06-11 13:03:52+00:00,"Casey’s sells 41 c-stores, exits Mississippi in fiscal 2026 C-Store Dive",2026-06-12
Market District,Kabeer Pandya,Grocery,Closing,Section of ByWard Market Square to be closed for construction over Canada Day - CTV News,https://news.google.com/rss/articles/CBMitwFBVV95cUxOVFpiRjhYTjZWM3dWb1FmYTZBSm41UXJOUWFGaUlyNUtja0dfY3VZYjhDaXZWSFhWMzd1eDdRdl9Rb2R5RktPU0ZMNW8tV2xXSWNrRXdzZTVyRllzQW1lclR5eU0ydEZtVzgwME1pU2tHV0FabTFDaUVfdkR1V1IxU1NRemlqNDQ3eDd0Vi0yWWhNVTFJNWIwR1JXTmpvY1BmSEQ2NTByc3YyRHdCN2UyZzhDbllHbEk?oc=5,2026-06-11 12:30:26+00:00,Section of ByWard Market Square to be closed for construction over Canada Day CTV News,2026-06-11
Dollar Tree,Ashwin Nair,Mass Merchandisers,Opening,Another Dollar Tree is coming to SLO County — into a big vacant space - San Luis Obispo Tribune,https://news.google.com/rss/articles/CBMic0FVX3lxTE56VTFuZjJCZXRIWk5ldHU3M0NOOXFXa2RUdTdwUDVlTnBfbjJKRVNYaWNwMllXeENvSjBkZlh1UVRkUHNRT3pXWkY3RDRweWlkOHY0Y3R4bGtlMmpPdmhubndHMUpKQnRxTFdrX0hPYVVzTnfSAXNBVV95cUxNa2MtZXpGY21fN1pudG1lOVpFUzBWRDhjZkI3SVNkODk5RXZucUs1aVlGdUZpNGtRcnVsejItY0lmcHpETzkydTZVa2RuU1ZKQ0U2dWh5dGFEZEdubzVNX0t4RlJvMXJ5eEl0VUFLcTJtX0RZ?oc=5,2026-06-11 12:00:00+00:00,Another Dollar Tree is coming to SLO County — into a big vacant space San Luis Obispo Tribune,2026-06-11
Trader Joe's,Rahul Shinde,Grocery,Opening,Trader Joe's to open a new metro Phoenix store. Here's where - azcentral.com and The Arizona Republic,https://news.google.com/rss/articles/CBMinwFBVV95cUxPeXdFNExKZmMzdFpIcDQyTC1IQklDNkkyYXhYVkNtVFlTcDBQZ1NoeTZmRU1qMjRVcldpSlh5cmNtbXM0LXdvamhEaEJKSmhIeTVfNjdsNXlpOWNXN0duVXVfb191QzNrc2luVFQ1RURNVzZIdW1FYk0yX0NQYVFUUW5DR2FZMDZvOFF6S1RJVi1fM3BqMldaUThhaDdfODQ?oc=5,2026-06-11 11:00:00+00:00,Trader Joe's to open a new metro Phoenix store. Here's where azcentral.com and The Arizona Republic,2026-06-11
Casey's General Stores,Rahul Vasaya,Convenience Stores / Distributors,Opening,Casey’s targets 120 new stores after record year - MobilityPlaza,https://news.google.com/rss/articles/CBMiUkFVX3lxTE00YmtjTkVwVmxvak5SVTB0Y1VHSGtRV29vYnBoejBvcjBzYjNJbVM1MGpiTi1Db3d6NEp4bVh0UFZObmc0VC1QNW4yc043blUyOUE?oc=5,2026-06-11 07:57:27+00:00,Casey’s targets 120 new stores after record year MobilityPlaza,2026-06-11
Chick-fil-a,Rahul Vasaya,Restaurants,Opening,Chick-fil-A to open Thursday in Butte - starcitytv.com,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOM0hyZjZvaU9zcTBPZS03dlliU3YxcE9FelJKV0RFam9Ua0ZnYnBpRmlzYmNsc3dnZEhadm81MlpTdHRIWW94YktWc05pSE44ekRIcHpFMDY4TVFJYnRXTzQtVVdUMHBBSkczX1o5d3pyU3Rfakw3clBNSEM0SHhqLWg1TkJwZnBaT0YtYzl2cU9xbUEySGhmYklrbElVYXNZOEcycmhJS3lSN2dqMVV6c0l4MUpjeWN4cy16ak9wMnY?oc=5,2026-06-10 21:24:00+00:00,Chick-fil-A to open Thursday in Butte starcitytv.com,2026-06-11
Casey's General Stores,Rahul Vasaya,Convenience Stores / Distributors,Opening,Casey's General Stores Inc (CASY) Q4 2026 Earnings Call Highlights: Record Profits and Strategic Expansion Plans - GuruFocus,https://news.google.com/rss/articles/CBMi4AFBVV95cUxOWmhMNGNsMlp3TUZHSWFqU0FGYVhoWERKOF9DM3VvVWdtUjZOQTBibmVlNENvLWhzMTZLWTJ5TFZMMWROcG5La3U2aU9PeW1Nam1lN3hhb3RDTkxidWRRVFloeTg3MTJMRzFHTHF6NVBPYU93WDNyZU53Q29DQ0xFT2RhWVZHcW5yOTlkTFNFRXV1ZVlqM093U0I1MjNjNzBqVUxtbGVEdTZsYXBlTk5QM3Qzdk9TSDlCZ25sVk44Q2lRajNTNTBYTTZtaG9TdlluaFpkcUtMQzdGcmZsRkNXSQ?oc=5,2026-06-10 20:33:32+00:00,Casey's General Stores Inc (CASY) Q4 2026 Earnings Call Highlights: Record Profits and Strategic Expansion Plans GuruFocus,2026-06-11
Trader Joe's,Rahul Shinde,Grocery,Opening,West Palm Beach's first Trader Joe's location on South Dixie Highway to open June 12 - WPTV,https://news.google.com/rss/articles/CBMi4wFBVV95cUxOY3RkT2VDN21KTEtCcF9vdG9Qa1gtRnJ4RlVBLTVpQ1R0b2FaS0pqdHozLXBFR0FtQlp0LTUwTHB0R25YR0swRVA0N2RIX1BwVHRzTXdFWmpxMFJtek1FUjgtbi1vSnlXdGp2LXBrWGdWbjVWTGZCc1NiaUk0aWIzY2lpYXIyM0tTYlRUZXRGSFQ0SnIzLUZUbGdxVktXZEpuQjJvUkdtWTFpeldOU19OQWZUS1dhRTl2dUtZQ2c2Sm1GWlpEN25QRm1TR1c5Y0xVYXB1NGtaT0plakFVR29tTHdnQQ?oc=5,2026-06-10 19:51:53+00:00,West Palm Beach's first Trader Joe's location on South Dixie Highway to open June 12 WPTV,2026-06-11
Chick-fil-a,Rahul Vasaya,Restaurants,Opening,Chick-fil-A in Butte ready for Thursday grand opening - NBC Montana,https://news.google.com/rss/articles/CBMikAFBVV95cUxNcFlsWjZFRFNrV3JNYjBfNDNSN05SZkg4NUloVnZpaFBYdThuYy1vQW8wYk5xdkUyQkFsTVV6emlwTmRGdFEwYzJqZElvXzlCWlEyS3BHOEYwLUo3SHp0Y2RBTnozcHhrZXFpRDRGTXlrdVVoNFdsYkhiRHlPN3BCLUtDSXY5OVpTcWR4NXo1OVE?oc=5,2026-06-10 19:37:06+00:00,Chick-fil-A in Butte ready for Thursday grand opening NBC Montana,2026-06-11
Papa John's,Vishwas Shah,Restaurants,Closing,Major pizza chain has closed at least 40 locations in 2026: See the list so far - MLive.com,https://news.google.com/rss/articles/CBMivwFBVV95cUxPVU1vTTRjZFdLU1dRODVFM0pfMlBidy1vU2cydkFZeUxCaDNPMUc3b0hHcHNaeHpRVnhPeHhaYnQwTG1RVVMyalZpQkNLMk1UdFNTOEFKZFJJRGdSSFBOc1FBRFZqcWtTeWlzZDZocm5WVVQwdVRvUWFESFlhOUpxMVBrS0xIZHVwNC1zN1Y1a1g5MU5Yd2QtMVE2SlJsckQxV01fM2xORlZIUC01YW5kQ2JTRlVZaENsczRFQk5ESQ?oc=5,2026-06-10 19:34:00+00:00,Major pizza chain has closed at least 40 locations in 2026: See the list so far MLive.com,2026-06-12
Friendly Pets,Suryakant Rajput,Pet Care,Opening,New Marion County Animal Shelter celebrates opening in West Ocala - chronicleonline.com,https://news.google.com/rss/articles/CBMihAJBVV95cUxQd3diTUJDTHMzSGJ2dWF6V0dsendmYUFCT1ZTUEJWS3owQW9qY3dULU1nOXktZElGa1JfV1VoZEkxZ1BzMEJQOTh3QjRLMHUzc094Vm5TdjVVai1PREcwMFktX1dwYlRsbDJRUzZ5em1pMXlpdUtuTnBKdGxud3ZtVHltOXlSZG1ROWlEZUEwR0JKc2ozYVgtVzBwRjlhNFhMZ1lQNEt4N3BSVlp0dk42SjhROUNUVHNfSmh5TEd1cXA2RVBMOWVzdnVhUkkycm5HYm9tRlZoQk5xQkVXYTdsdnhvM3Y1cDNwcHVCVGozbmRKZHpfeWNoQWpCUUJKSzlvTFVuTg?oc=5,2026-06-10 19:25:42+00:00,New Marion County Animal Shelter celebrates opening in West Ocala chronicleonline.com,2026-06-11
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,"BJ's Groundbreaking in Portage, IN - Bluefield Daily Telegraph",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNX0doeWZ1cWNwajdWUE04SWdQRWVNeVFFdG1IRF8tM3VJUzhWYWpzTkc2eW1FMEJ4bEJRZ2FUb0F1NVNNeDllME15aDdTazVpOTdkM201a185N2EwYXdHVWl0NXVGcnE3bWQ0dnlxbUswRVRJSVJQSXM0bU1qNFJKa0tRMktIYmY0WW5majhIcENGSm80ajU1UE8tV2xUTmJoOVpZWjlKbmdyNU9iT2pZMkVoMVU0V0FsS29JbGwtdEFlZw?oc=5,2026-06-10 18:46:10+00:00,"BJ's Groundbreaking in Portage, IN Bluefield Daily Telegraph",2026-06-11
Casey's General Stores,Rahul Vasaya,Convenience Stores / Distributors,Closing,Casey’s General Stores (CASY) Stock Soars 15% on Exceptional Fourth Quarter Results - Blockonomi,https://news.google.com/rss/articles/CBMipgFBVV95cUxPbGY5c0VraWhOakpTSGMxaDk2Y3NkUjBnRjh1QVh4OGZaNml4VVhSazM5LTQyOWxZV3VRQ1VRYVo2NHNoNkdIeW1CeW95RXNMR3gtRFowMk5Qam1rZnl0ZU1TRVFOcUR1MWNUWDNaU2NBaTlHdVJNdGR2MHg5UEhXRG4xWEV4SDI1MzZhaFNuQ3RpeWU4Vjg4MFdjTEJCakE4MTZma2Zn?oc=5,2026-06-10 17:59:32+00:00,Casey’s General Stores (CASY) Stock Soars 15% on Exceptional Fourth Quarter Results Blockonomi,2026-06-11
Chick-fil-a,Rahul Vasaya,Restaurants,Opening,Nation’s most popular chicken chain looks to build first ever Putnam County location - St. Johns Citizen,https://news.google.com/rss/articles/CBMitAFBVV95cUxNOG1OV2VRSFg4empJcm84cFhyU1o1bVdRR01HZUxlVjhUNUoyelpkX0RHd0NhakxxRjFhdnZ4Z0VwbENHTzZvVzE0bHdRdDB6MktMNmNNTjN0OGZGWEhpeUw1MlgyNUlmM2p1ajllN0JxdllVeVFvUUNqaTlEM0NBYnZTRGFmNDkyWDVRWmxSUjVKRG1YZjl4ZWhHTHltc3dBZVJub2JuM0ZjNDl0VVppdU9HcDY?oc=5,2026-06-10 17:48:59+00:00,Nation’s most popular chicken chain looks to build first ever Putnam County location St. Johns Citizen,2026-06-11
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,"BJ's Groundbreaking in Portage, IN - Rutland Herald",https://news.google.com/rss/articles/CBMivwFBVV95cUxPcTJCb3BLdzhPbFU3cE1EQ2lubjFDaTRvMGU5UFVqVHFzYUJiR2JnNmlxMnpYbEN4WnBLMEphSUVRc0U0bm1haUN0ZUl3bWdzaTBXNG02c2lIbWtyTDFGWTA5b0l5eDIxeHJ4ZUxJSmZGdDlOZHNheURFd3hDSTVVTDR6MEI3SDVRZHBlZU9VX2E2ZUFCdHVTcUk3UVRUZTAyck9NRmZRMndVdHcwZ0hPSUhVZnVYV2U0M2Fubm0zNA?oc=5,2026-06-10 17:40:10+00:00,"BJ's Groundbreaking in Portage, IN Rutland Herald",2026-06-11
O'Reilly Auto Parts,Bhavesh Phulwani,Mass Merchandisers,Opening,O’Reilly Auto Parts to Debut in Groesbeck - WhatNow,https://news.google.com/rss/articles/CBMigAFBVV95cUxNcE9xOFZnYjhMWkFsRm8tSmdIMjlKQWhCY2lBSFpSN2RXa0VJTGxvNExyelRYckVFSzBYdjRVRjc5ZU5nSzR1YU5fNzRWSVZuRE1nSWxlQmtOb05LQjdlNThwU2FnTmJXY0FkSUpQZzdVdlBHYzRNU0E2M1lhSmtLUQ?oc=5,2026-06-10 17:02:43+00:00,O’Reilly Auto Parts to Debut in Groesbeck WhatNow,2026-06-11
Casey's General Stores,Rahul Vasaya,Convenience Stores / Distributors,Opening,Casey's Wraps Up Latest Three-Year Strategic Plan - Convenience Store News,https://news.google.com/rss/articles/CBMickFVX3lxTE0yZ2drbEpqWlh3NmJSTGEtS2NyQWRINDE4anBaVmZhdXRiRlkwR0djeFppbG5NMWtwWGtFelJjVDlsakpQYnE4Ty1ocTJfd2pYalhwTHRoVmE5bm1qU0pPSHl1VkpXY0o1OWhVZWlKelBOUQ?oc=5,2026-06-10 16:25:01+00:00,Casey's Wraps Up Latest Three-Year Strategic Plan Convenience Store News,2026-06-11
Casey's General Stores,Rahul Vasaya,Convenience Stores / Distributors,Closing,Casey’s Is the Top Stock in the S&P 500 Today. Why Fuel Prices Were Good for Earnings. - Barron's,https://news.google.com/rss/articles/CBMijAFBVV95cUxNSF9sSXl4N2UxQ0J6UTVhSDVkRmhNMm1RbTJncGd1dHo3QWstWkNJRWdDMzNsZXdIX3hqaEZpMElldXBHYm5wNmJ4bUFzTXhZWDczSE5SY1ZENC1rR2syYTJGaFlybFN3QVlqcnQ1SWhUbndqc3RBYks1N21kbENtNjFkZWdHeVhhNThZeA?oc=5,2026-06-10 15:35:00+00:00,Casey’s Is the Top Stock in the S&P 500 Today. Why Fuel Prices Were Good for Earnings. Barron's,2026-06-11
Casey's General Stores,Rahul Vasaya,Convenience Stores / Distributors,Opening,Casey’s Plans to Open 120 Stores - NACS,https://news.google.com/rss/articles/CBMinAFBVV95cUxNWkl2Zm4taU1Yckh6bDZXUlNjTkVNMy15bm1seU9TczFTR2RCbWxHQ1VYVEJvV08zTXJjSThBdjdCanZXdkdPSDhLMnh5LTJfdW5tY1JiVjllb3NOczIyUUdmS3VNa3hZMVY0VFBROGgtb2pJenRwb3ZXWnM1eVFUMGpQQ3J4NHlocVNBV3NjdWxiWVdVQmFJbHhOcVk?oc=5,2026-06-10 14:39:13+00:00,Casey’s Plans to Open 120 Stores NACS,2026-06-11
Raising Cane's,Rahul Shinde,Restaurants,Opening,How to win free Raising Cane's for a year at Pensacola grand opening - Pensacola News Journal,https://news.google.com/rss/articles/CBMiywFBVV95cUxPdlVVUDFmaE5NOHg1Qk1xMV9rOEVzcFkyZUhBandpQUN0UWFfbmhTeUwyNTlPVUZWX0RhTzlka2ZkUHp0OFNMeEJXZWZxYUhEUDhUeGtHSkVmVXRCQ05vdkY5ak93cDdyX2lWTGdYX1dPd3g3eUxhRDJGNnAyLUZ2OTNERl9ZdXFBMkNyNXBlQ1F0TWZVU2VzdW9NQVhNdnRodmJTWGI2SWNrZmJsU05aNGdBcGZOM0R3RzNiUFh5UG5qWnY3VExQci0yRQ?oc=5,2026-06-10 14:23:00+00:00,How to win free Raising Cane's for a year at Pensacola grand opening Pensacola News Journal,2026-06-11
Trader Joe's,Rahul Shinde,Grocery,Opening,"A brand new 9,240 sq. ft. Trader Joe's will open tomorrow in Metro Atlanta — Everything you need to know about the Grand Opening celebration - Secret Atlanta",https://news.google.com/rss/articles/CBMiXkFVX3lxTE04WGtjdWxPeFltd01vYWJfR0kyOVRqNG8zS2JYMUlGZGF0R3FfSVEzclpWdjVEOE5RZFVKa2pjVmpxSmFxd3dXcV9ZVXd3VDJMQmt3dlgzVXNOczBIYXc?oc=5,2026-06-10 13:50:36+00:00,"A brand new 9,240 sq. ft. Trader Joe's will open tomorrow in Metro Atlanta — Everything you need to know about the Grand Opening celebration Secret Atlanta",2026-06-11
Trader Joe's,Rahul Shinde,Grocery,Opening,11th Trader Joes To Open In GA: See Where - Patch,https://news.google.com/rss/articles/CBMie0FVX3lxTE5WWFlSRHc2QUFlMFhITHRPQzczLWplYlcyeVVSa2U2WGJuaUlQUGgyOHQza3dRRFFuOGo0ajFMb1g1clIzNXF4YzlhVFBDREJUbV82UzFDSEhFMWp4N2NuaXk3Z2RockJsMDJhb3EzYkRoSm5md19PVlE4SdIBlAFBVV95cUxONUtOa1EyVEZNeV9IZWJkaWhqQUtEb21ybl9kZnpBS2NNNFo2TzBlS1o3bWR3ODRpaG50N0N3TGxBb1lVUkNSc1J4TWdIaUFvcWlRejYwMEtZM1ZnTGl3S05UelYxaUtENkZVdy02bUwxa3ZTWFowNlhQeHlZSzJ3cmJwblVpSzU3d1V6RmkwMGF1MGRK?oc=5,2026-06-10 13:04:38+00:00,11th Trader Joes To Open In GA: See Where Patch,2026-06-12
Sprouts Farmers Market,Rahul Vasaya,Grocery,Opening,Grocery chain Sprouts evaluates New England expansion. What we know - The Patriot Ledger,https://news.google.com/rss/articles/CBMigwJBVV95cUxNbjEwcTgycWlnV05hb0Z4RXM2YTBlWThjQnQzOTJfQ3RIaTMzTVNNb21zQ0N2akZYS2pOWHMwMEpUWlVrMGwyQUhtOHBYa2k0MVlUcmNEaEYwV0hKNW5ENlVYOUJqbzNsNUJtR2k5cGZval8tdE1sbzU1NjR3OTB6WWRNNE9KU0xhS1hEUmFkbXpwRHlJTjNfbUthTWY5djZ1X1dwMEFDR0U5a0JMQ09fWGhCR1QzQngxc0pQNjVkRjZaakZOLVFCSlZDMmRjNkFBQjIwbnhoZld6N3lkQVk1cVpKWnVBOGZsaWNMd2FDZFh6OG9DNDRVakZCNlVvaVRuQXlN?oc=5,2026-06-10 09:11:00+00:00,Grocery chain Sprouts evaluates New England expansion. What we know The Patriot Ledger,2026-06-11
Sprouts Farmers Market,Rahul Vasaya,Grocery,Opening,Grocery chain Sprouts evaluates New England expansion. What we know - Cape Cod Times,https://news.google.com/rss/articles/CBMiggJBVV95cUxOQlB6ZFQ0c1l1YmYwbWxURzRnalJpdXlMSWluUzEySEg3SndTdGNNUkFob2pXVlU1UXBoZ1RFeFphTlhpbzdBc016Tjdzek1Cc1BvUUFnTVZEclNsZzNWNGZUOXFBT2wtLXctUm95bEpjT1V6ODBhelAxQ0tlb1JmV010SmxaY3RpQUw4NEVwLVNWekktV0FzanNwUWlFeVVpWDR0WDRZUXltY2lpdWRROHZvVXNXYnkwdVhrMjRrd3c5Q2RmOV80cTI2bkpTS1o5NFZ6dE85QS1kdVJMX0lkcWFDemRFUjRJWXBjQ2pzQy1LM2dsejJvMkVkc1NvN0pIRXc?oc=5,2026-06-10 09:11:00+00:00,Grocery chain Sprouts evaluates New England expansion. What we know Cape Cod Times,2026-06-10
CVS,Dhiraj Manghani,Drug Retailers,Closing,"Layoffs, closures tracker: More cuts at Blue Shield of California - Modern Healthcare",https://news.google.com/rss/articles/CBMimwFBVV95cUxNQWc1TGJHTXk5NDdDUktkZHE0U1VkcTJPbUpfY2ROX2JHYk9nWkRaX0M1eGVOdDRCTDR4ZXduUExPM2VabnFiREZVUWRMenZnczNSSzY3Y3doOXA0YnVWVzhMZ2I2SEVFQWZ1NXNsN2ROVF9FMHlRcElCU29GNTJMUVVFY0pET0ltOUU2UHBUNlNBUUc2WlplNko3NA?oc=5,2026-06-10 03:56:25+00:00,"Layoffs, closures tracker: More cuts at Blue Shield of California Modern Healthcare",2026-06-10
